MCC,RUC,UIC,UNIT NAME,STREET ADDRESS,"CITY, STATE",ZIPCODE,DPI
1HS,45614,null,MV-22 TACTICAL TRAINING UNIT,MCAS MIRAMAR PO BOX 452025,SAN DIEGO CA,92145,03
1HX,06040,null,H-1 FLIGHT TEST INTEGRATED PGM TEAM,NAS CEDAR POINT RD BLDG 102,PATUXENT RIVER MD,20670,02
1HY,45124,null,C-130J INTEGRATED TEST TEAM,MCAS PSC BOX 8057,CHERRY POINT NC,28533,02
1HZ,45500,null,H-1 TACTICAL TRAINING UNIT,MCAF BOX 555750,CAMP PENDLETON CA,92055,03
1J0,45650,null,MALS-24(-) MAG-24(-) 1STMAW,MCBH BOX 63048,KANEOHE BAY HI,96863,03
1J1,01480,M01480,VMU-1 MACG-38 3DMAW,MCAGCC BOX 788281,TWENTYNINE PALMS CA,92278,03
1J2,45124,null,VMU-2 MACG-28 2DMAW,PSC BOX 8077,CHERRY POINT NC,28533,02
1J3,01495,M01495,VMU-3 MACG-38 3D MAW,MAGTFTC BOX 788200,TWENTYNINE PALMS CA,92278,03
1J4,45144,null,HMLA TRANSITION UNIT,PSC BOX 21002,JACKSONVILLE NC,28545,02
1J5,00013,M00231,VMFA-121 (TEMP) (0212),MCAS BOX 99180,YUMA AZ,85369,03
1J6,45614,null,VMM-363 MIRAMAR (0312),MCAS MIRAMAR PO BOX 452025,SAN DIEGO CA,92145,03
1J7,45650,null,HMLA-367 ADVON (0312),MCBH BOX 63047,KANEOHE BAY HI,96863,03
1J8,45500,null,HMLA-367 DET PENDLETON (0312),MCAF BOX 555750,CAMP PENDLETON CA,92055,03
1JA,00011,M00011,MAG-11 3RDMAW FMFPAC,MCAS MIRAMAR PO BOX 452039,SAN DIEGO CA,92145,03
1JB,01027,null,HQ MAG-12 1ST MAW,UNIT 37190,FPO AP,96603,27
1JC,00013,M00231,HQ MAG-13 3RDMAW,MCAS BOX 99180,YUMA AZ,85369,03
1JD,45124,null,HQ MAG-14 2DMAW FMFLANT,MCAS PSC BOX 8051,CHERRY POINT NC,28533,02
1JE,45614,null,HQ MAG-16 3D MAW FMFPAC,MCAS MIRAMAR PO BOX 452025,SAN DIEGO CA,92145,03
1JF,45650,null,MAG-24(-) 1STMAW,MCBH BOX 63047,KANEOHE BAY HI,96863,03
1JG,01075,null,MAG-26 DET A (0312),MCAS NEW RIVER BOX 21011,JACKSONVILLE NC,28545,02
1JH,45144,null,HQ MAG-29 2DMAW,PSC BOX 21010,JACKSONVILLE NC,28545,02
1JJ,45184,null,HQ MAG-31 2DMAW,PO BOX 66120,BEAUFORT SC,29904,02
1JL,01027,null,HQ MAG-36 1ST MAW,UNIT 37190,FPO AP,96603,27
1JM,45500,null,HQ MAG-39 3D MAW,MCAF BOX 555750,CAMP PENDLETON CA,92055,03
1JN,01038,M01215,MALS-12 MAG-12,1ST MAW FMFPAC UNIT 37161,FPO AP,96603,27
1JP,45124,null,MAG-40 2D MAW (FWD) (0212),MCAS PSC BOX 8030,CHERRY POINT NC,28533,02
1JQ,01024,M01270,MALS-36 MAG-36,1ST MAW FMFPAC UNIT 37141,FPO AP,96603,27
1JS,01068,M01249,MALS-14 MAG-14 2D MAW,MCAS PSC BOX 8052,CHERRY POINT NC,28533,02
1JT,01074,M01174,MALS-26 MAG-26 2D MAW,2NDMAW MCAS NEW RIVER BOX 21011,JACKSONVILLE NC,28545,02
1JU,01227,M01371,MALS-29 MAG-29,2D MAW MCAS NEW RIVER PSC BOX 21021,JACKSONVILLE NC,28545,02
1JV,01086,M01086,MALS-31 MAG-31 2D MAW,MCAS PO BOX 66121,BEAUFORT SC,29904,02
1JW,01065,M01065,MALS-11 MAG-11 3D MAW,MCAS MIRAMAR PO BOX 452040,SAN DIEGO CA,92145,03
1JX,45644,null,MALS-13 MAG-13 3RD MAW,MCAS BOX 99190,YUMA AZ,85369,03
1JY,01020,M01020,MALS-16 MAG-16 3D MAW,MCAS MIRAMAR PO BOX 452026,SAN DIEGO CA,92145,03
1JZ,01158,M01158,MALS-39 MAG-39 3D MAW,BOX 555761,CAMP PENDLETON CA,92055,03
1K1,21480,M20700,MARFORSTRATCOM,901 SAC BLVD BLDG 500 SUITE 1H19,OFFUTT AFB NE,68113,16
1K2,45020,null,II MEF SOTG,II MET UNIT PSC BOX 20085,CAMP LEJEUNE NC,28542,02
1K3,20381,M20382,SPECIAL OPERATIONS TRAINING GROUP,III MEF UNIT 35605,FPO AP,96606,27
1K4,20371,null,I MEF SOTG,MCB BOX 555300,CAMP PENDLETON CA,92055,03
1KP,45500,null,MACCS-X ODDT,MCTSSA BOX 555171,CAMP PENDLETON CA,92055,03
1L1,00842,M00882,DET A ATC MACS-1 MACG-38,3DMAW BOX 555851,CAMP PENDLETON CA,92055,03
1L2,45184,null,ATC DET A MACS-2 MACG-28 2DMAW,MCAS PO BOX 66049,BEAUFORT SC,29904,02
1L3,45644,null,EW/C DET MACS-1 MACG-38 3DMAW,MCAS BOX 99180,YUMA AZ,85369,03
1L4,00887,M00887,DET D ATC MACS-1 MACG-38 3D MAW,MCAS BOX 99170,YUMA AZ,85369,03
1L6,00374,null,ATC DET D MACS-1 MACG-38 EAF ELEMENT,3DMAW BOX 788285,TWENTYNINE PALMS CA,92278,03
1L7,45614,null,DET B ATC MACS-1 MACG-38 3D MAW,MCAS MIRAMAR PO BOX 452044,SAN DIEGO CA,92145,03
1LB,21540,null,3D RADIO BATTALION,MCBH BOX 63042,KANEOHE BAY HI,96863,03
1LH,38019,null,MAINTENANCE CENTER,MCLB BOX 110100,BARSTOW CA,92311,03
1LJ,38019,null,FLEET SUPPORT DIVISION,MCLB BOX 110100,BARSTOW CA,92311,03
1LK,45205,null,MAINTENANCE CENTER ALBANY,814 RADFORD BOULEVARD,ALBANY GA,31704,02
1LR,20821,M20821,FORCE RADIO BN MARFORCOM,MCAS PSC BOX 8004,CHERRY POINT NC,28533,02
1LS,20852,M20852,INTEL CO A FORCE INTEL BN MARFORCOM,MCAS PSC BOX 8004,CHERRY POINT NC,28533,02
1LW,30425,null,AMPHIB VEHICLE TEST BRANCH,MCTSSA BOX 555171,CAMP PENDLETON CA,92055,03
1LX,20004,MS0349,VMX-22 F35B OT,187 NORTH FLIGHTLINE RD,EDWARDS AFB CA,93524,03
1M2,45020,null,MISSO-02,MCB PSC BOX 20041,CAMP LEJEUNE NC,28545,02
1M3,45500,null,MISSO-03,MCB BOX 555031,CAMP PENDLETON CA,92055,03
1M6,54876,null,MISSO-06,MCBH BOX 63062,KANEOHE BAY HI,96863,03
1M7,46124,null,MISSO-27,CAMP BUTLER UNIT 35002,FPO AP,96373,27
1M9,30002,null,MISSO-09,HQMC M&RA(MI) 3280 RUSSELL RD,QUANTICO VA,22134,09
1ML,20923,M20972,INTEL CO SPT BN MSOSG,MCB CAMP PENDLETON,CAMP PENDLETON CA,92055,03
1MM,45232,null,FAST CO C MCSF REGT,100 SEVENT AVEUNE,NORFOLK VA,23511,02
1MN,45232,null,FLEET ANTITERRORISM SCTY TEAM LN DET,PSC 473 BOX 124,FPO AP,96349,02
1MR,45040,null,2D MSOB,MCB PSC BOX 20101,CAMP LEJEUNE NC,28545,02
1MS,45040,null,MSOS,MCB PSC BOX 20101,CAMP LEJEUNE NC,28545,02
1MT,20902,null,MARINE SPECIAL OPERATIONS SUPPORT GROUP,PSC BOX 20101,CAMP LEJEUNE NC,28542,02
1MU,20901,M20921,1ST MARINE SPECIAL OPERATIONS BATTALION,MCB BOX 555341,CAMP PENDLETON CA,92055,03
1MV,20901,M20912,1ST SPECIAL MISSIONS TRAINING BRANCH,MCB BOX 555341,CAMP PENDLETON CA,92055,03
1MW,20901,M20922,MARINE SPECIAL OPERATIONS SUPPORT DET-WEST,MCB BOX 555341,CAMP PENDLETON CA,92055,03
1MX,20908,M20905,HQTRS 3D MAR SPEC OPSBN,PSC BOX 20101,CAMP LEJEUNE NC,28542,02
1MY,45040,M20976,LOG CO A LOG BN MSOSG MARFORSOC,PSC BOX 20130,CAMP LEJEUNE NC,28542,02
1MZ,45040,null,INTEL BN SPEC OPS SPT GRP,PSC BOX 20101,CAMP LEJEUNE NC,28542,02
1NA,12311,M12311,HQ BTRY 1STBN 10THMAR,2NDMARDIV FMFLANT,CAMP LEJEUNE NC,28542,02
1NB,12325,M12325,G BTRY 2NDBN 10THMAR 2NDMARDIV FMF,PSC BOX 20107,CAMP LEJEUNE NC,28542,02
1NC,45020,null,3D BATTALION 10TH MARINES 2D MARDIV FMF,PSC BOX 20108,CAMP LEJEUNE NC,28542,02
1ND,12351,M12351,HQ BTRY 5THBN 10THMAR 2NDMARDIV FMF,PSC BOX 20109,CAMP LEJEUNE NC,28542,02
1NE,11314,M11314,B BTRY 1STBN 11THMAR 1STMARDIV,BOX 555514,CAMP PENDLETON CA,92055,03
1NF,11321,M11321,HQ BTRY 2NDBN 11THMAR 1STMARDIV,MCB BOX 555524,CAMP PENDLETON CA,92055,03
1NG,11331,M11331,HQ BTRY 3RDBN 11THMAR 1STMARDIV,MCB BOX 788264,TWENTYNINE PALMS CA,92278,03
1NH,11340,M11350,5TH BATTALION 11TH MARINES 1ST MARDIV FMF,BOX 555534,CAMP PENDLETON CA,92055,03
1NJ,45650,null,BTRY B 1STBN 12THMAR,MCBH BOX 63024,KANEOHE BAY HI,96863,03
1NK,46124,null,3D BATTALION 12TH MARINES 3D MARDIV FMF,UNIT 36100,FPO AP,96602,27
1NL,13301,M13301,HQ BTRY 12TH MAR,3RD MARDIV UNIT 36050,FPO AP,96602,27
1NP,45500,null,HQ BTRY 11THMAR REGT 1STMARDIV,MCB BOX 555504,CAMP PENDLETON CA,92055,03
1NR,45020,null,HQ BTRY 10THMAR REGT 2DMARDIV,MCB PSC BOX 20105,CAMP LEJEUNE NC,28542,02
1PA,00073,M00628,MACG-28 2D MAW,PSC BOX 8069,CHERRY POINT NC,28533,02
1PB,45124,null,DET C MWCS-28 MACG-28 2D MAW,MCAS PSC BOX 8071,CHERRY POINT NC,28533,02
1PF,00271,M00271,MWSS-271 MAG-14 2D MAW,MCAS PSC BOX 8078,CHERRY POINT NC,28533,02
1PG,45124,null,MWSS-274 MAG-29 2DMAW,MCAS PSC BOX 8079,CHERRY POINT NC,28533,02
1PJ,45124,null,MASS-1 MACG-28 2DMAW,MCAS PSC BOX 8072,CHERRY POINT NC,28533,02
1PK,45124,null,HQ MACS-2 MACG-28 2DMAW,MCAS PSC BOX 8073,CHERRY POINT NC,28533,02
1PL,00871,M00872,DET A TAOC MACS-2 MACG-28 2D MAW,MCAS PSC BOX 8073,CHERRY POINT NC,28533,02
1PM,45124,null,EARLY WARNING & CNTRL DET MACS-2 2DMAW,MCAS PSC BOX 8073,CHERRY POINT NC,28533,02
1PN,45124,null,DET C ATC MACS-2 MACG-28 2DMAW,MCAS PSC BOX 8073,CHERRY POINT NC,28533,02
1PP,45124,null,DET D ATC MACS-2 MACG-28 2D MAW,MCAS PSC BOX 8073,CHERRY POINT NC,28533,02
1PR,45124,000000,A BTRY 2D LAADBN MACG-28 2D MAW,MCAS PSC BOX 8074,CHERRY POINT NC,28533,02
1PV,01145,M01521,MTACS-28 MACG-28 2D MAW,MCAS PSC BOX 8070,CHERRY POINT NC,28533,02
1QA,00071,M00618,MACG-18 1ST MAW,UNIT 37175,FPO AP,96603,27
1QB,00107,M00109,MWCS-18 MACG-18,1ST MAW FMFPAC UNIT 37181,FPO AP,96603,27
1QC,00108,M00108,DET A MWCS-18 MACG-18,1ST MAW FMFPAC UNIT 37181,FPO AP,96603,27
1QD,46124,null,DET A TAOC MACS-4 MACG-18 1STMAW,MCAS FUTENMA UNIT 37215,FPO AP,96603,27
1QE,00825,M00825,MASS-2 MACG-18,1ST MAW FMFPAC UNIT 37211,FPO AP,96603,27
1QF,46124,null,DET A ATC MACS-4 MACG-18 1STMAW,MCAS FUTENMA UNIT 37215,FPO AP,96603,27
1QG,00863,M00864,DET B ATC MACS-4 MACG-181ST MAW,MCAS IWAKUNI UNIT 37201,FPO AP,96603,27
1QH,00979,M00861,MACS-4 MACG-18,1ST MAW FMFPAC UNIT 37215,FPO AP,96603,27
1QJ,46124,null,MTACS-18 MACG-18 1STMAW,MCAS FUTENMA UNIT 37176,FPO AP,96603,27
1QK,01285,M01285,MATCS-18 MACG 18,1ST MAW UNIT 37186,FPO AP,96603,27
1QM,46124,null,HQ MWSG-17 1STMAW,MCAS FUTENMA UNIT 37190,FPO AP,96603,27
1QN,00172,M05172,MWSS-172 MAG-36,1ST MAW UNIT 37206,FPO AP,96603,27
1R1,11060,M11009,1ST RECONNAISSANCE BATTALION,BOX 555381,CAMP PENDLETON CA,92055,03
1R2,45020,null,2D RECONNAISSANCE BATTALION,PSC BOX 20003,CAMP LEJEUNE NC,28542,02
1R3,13004,M13011,3D RECON BN,3DMARDIV UNIT 36180,FPO AP,96602,27
1R4,11060,M11007,FORCE RECON COMPANY I MEF,PSC BOX 555381,CAMP PENDLETON CA,92055,03
1R5,45020,null,FORCE RECON COMPANY II MEF,PSC BOX 20003,CAMP LEJEUNE NC,28542,02
1R6,46124,null,FORCE RECON COMPANY III MEF,UNIT 36180,FPO AP,96602,27
1RA,46251,null,MARFORCYBERCOM,9800 SAVAGE ROAD SUITE 6850TE,FORT MEADE MD,20755,09
1RS,11104,M11104,HQ CO 1ST MAR REGT 1STMARDIV FMF,MCB BOX 555402,CAMP PENDLETON CA,92055,03
1RT,12101,M12101,HQ CO 2DMAR REGT 2DMARDIV,MCB PSC BOX 20093,CAMP LEJEUNE NC,28542,02
1RU,11154,M11154,HQ CO 5THMAR 1STMARDIV FMF,MCB BOX 555453,CAMP PENDLETON CA,92055,03
1RV,12151,M12151,HQ CO 6THMAR REGT 2DMARDIV,MCB PSC BOX 20097,CAMP LEJEUNE NC,28542,02
1RW,12201,M12201,HQCO 8THMAR 2DMARDIV,MCB PSC BOX 20101,CAMP LEJEUNE NC,28542,02
1RX,46124,null,HQCO 4TH MAR 3D MARDIV,UNIT 35970,FPO AP,96602,27
1S1,56001,null,VSW MINE COUNTER MEASURE DET,3330 TARAWA DR,SAN DIEGO CA,92155,03
1S2,69025,M00251,4TH PLT MP CO 2D MAW,PSC BOX 21002,JACKSONVILLE NC,28545,02
1S3,69026,M00151,3D PLT MP CO HQTRS 3D MAW,MCAS BOX 99180,YUMA AZ,85369,03
1S4,69027,M00151,4TH PLT MP CO HQTRS 3D MAW,BOX 555031,CAMP PENDLETON CA,92055,03
1S5,45683,null,2ND PLT MP CO HQTRS 3D MAW,BOX 788280,TWENTYNINE PALMS CA,92278,03
1S6,69024,M00251,3D PLT MP CO 2D MAW,MCAS PO BOX 55010,BEAUFORT SC,29904,02
1S8,45040,null,MARINE SPECIAL OPERATIONS REGIMENT,MCB PSC BOX 20101,CAMP LEJEUNE NC,28545,02
1SA,45614,null,MP CO 3D MAW,MCAS MIRAMAR PO BOX 452047,SAN DIEGO CA,92145,03
1SB,45124,null,MP CO 2D MAW,MCAS PSC BOX 8076,CHERRY POINT NC,28533,02
1SC,01027,M00351,MP CO 1ST MAW,UNIT 37190,FPO AP,96603,27
1SD,45510,null,MP CO A HQBN 1ST MARDIV,BOX 555381,CAMP PENDLETON CA,92055,03
1SE,12001,M12051,MP CO HQTRS BN 2DMARDIV,MCB PSC BOX 20088,CAMP LEJEUNE NC,28542,02
1SF,46124,null,MP CO HQTRS BN 3DMARDIV,UNIT 35840,FPO AP,96602,27
1SG,20151,M20151,1ST LAW ENFORCEMENT BATTALION 1 MEF,MCB BOX 555300,CAMP PENDLETON CA,92055,03
1SH,45020,null,2D LAW ENFORCEMENT BATTALION II MEF,PSC BOX 20085,CAMP LEJEUNE NC,28542,02
1SJ,46124,null,3D LAW ENFORCEMENT BATTALION MHG III MEF,UNIT 35605,FPO AP,96606,27
1SK,28301,M28318,MP CO CLR-17 1ST MLG,MCB BOX 555607,CAMP PENDLETON CA,92055,03
1SP,33808,null,EFV OPERATIONAL ASSESMENT PLATOON,MCB BOX 555041,CAMP PENDLETON CA,92055,03
1ST,33808,null,EFV NEW EQUIPMENT TRAINING TEAM,MCB BOX 555041,CAMP PENDLETON CA,92055,03
1T2,01203,M01203,VMAT-203 MAG-14,2DMAW MCAS PSC BOX 8064,CHERRY POINT NC,28533,02
1T3,01171,M01171,VMMT-204 MAG-26,2D MAW PSC BOX 21018,JACKSONVILLE NC,28545,02
1T5,45500,null,HMLAT-303 MAG-39 3D MAW,MCAF BOX 555881,CAMP PENDLETON CA,92055,03
1T6,45614,null,VMFAT-101 MAG-11,MCAS MIRAMAR PO BOX 452025,SAN DIEGO CA,92145,03
1T9,45144,null,HMHT-302 MAG-29,PSC BOX 21008,JACKSONVILLE NC,28545,02
1TA,01175,M01175,HMM(T)-164 MAG-39 3DMAW,MCAS BOX 555911,CAMP PENDLETON CA,92055,03
1TB,01175,null,HMM(T)-164 FREST MAG-39 3DMAW,MCAS BOX 555911,CAMP PENDLETON CA,92055,03
1TC,01510,M01380,VMX-22,MCAS NEW RIVER PSC BOX 21018,JACKSONVILLE NC,28545,02
1TD,45500,null,HMLAT-303 CREW CHIEF 3D MAW,MCAF BOX 555881,CAMP PENDLETON CA,92055,03
1TE,45144,null,HMHT-302 CREW CHIEF TRNG INSTRUCTORS,MCAS NEW RIVER PSC BOX 21800,JACKSONVILLE NC,28545,02
1TG,01171,null,VMMT-204 CREW CHIEF TRNG INSTRUCTORS,2D MAW PSC BOX 21018,JACKSONVILLE NC,28545,02
1TH,01303,M20016,H-1 FRS,MCAF BOX 555881,CAMP PENDLETON CA,92055,03
1TJ,06117,M20016,H-1 OPS TEST TEAM,MAD ADMINISTRATION CIRCLE,CHINA LAKE CA,93555,03
1TK,45124,null,KC-130J AIRCREW TRNG DET,MAATS 2D MAW PSC BOX 8050,CHERRY POINT NC,28533,02
1TL,06118,MS0347,DET CNATTU LITTLE ROCK,842 LEADERSHIP CIRCLE SUITE 210,LITTLE ROCK AR,72099,02
1TM,06118,MS0347,KC-130 AIRCREW TRAINING,1222 THOMAS AVE SUITE 138,LITTLE ROCK AR,72099,02
1TP,01237,null,VMAQ-4 MAG-14 2DMAW,MCAS PSC BOX 8061,CHERRY POINT NC,28533,02
1TR,46252,null,MCINCR,3250 CATLIN AVENUE,QUANTICO VA,22134,09
1TS,01195,M01194,VMFAT-502 MAG-31 2DMAW (PERM PERS),MCAS PO BOX 66129,BEAUFORT SC,29904,02
1TV,01194,M09934,VMFAT-501 MAG-31 2D MAW,EGLIN AFB,EGLIN AFB FL,32542,02
1TW,06050,MS0348,DET MARINE SUPT VFA-101 (PERM PERS),131 NOMAD WAY,EGLIN AFB FL,32542,02
1U8,45740,null,MARCENT COORD ELEMENT BAHRAIN,ASU SW PSC 451,APO AE,09834,02
1UG,54028,null,SENIOR LEADER MANAGEMENT BRANCH (MMSL),3280 RUSSELL ROAD,QUANTICO VA,22134,09
1UR,45500,null,CLB 13 (13TH MEU) 1ST MLG,MCB BOX 555707,CAMP PENDLETON CA,92055,03
1US,45500,null,CLB 15 (15TH MEU) 1ST MLG,MCB BOX 555717,CAMP PENDLETON CA,92055,03
1UV,20199,null,CLB 24 (24TH MEU) 2D MLG,2ND MLG PSC BOX 20134,CAMP LEJEUNE NC,28542,02
1UW,20198,null,CLB 26 (26TH MEU) 2D MLG,PSC BOX 20135,CAMP LEJEUNE NC,28542,02
1V1,01262,M01262,HMM-262 MAG-36,1STMAW UNIT 37238,FPO AP,96603,27
1V2,01152,M01152,VMGR-152 MAG-36,1STMAW UNIT 37220,FPO AP,96603,27
1V4,46124,null,VMM-265 MAG-36 1STMAW,UNIT 37239,FPO AP,96603,27
1VA,01070,null,AIRCREW TRAINING DETACHMENT (KBAY),MCB BOX 63047,KANEOHE BAY HI,96863,03
1VB,01027,null,AIRCREW TRAINING DETACHMENT FUTENMA,1ST MAW UNIT 37121,FPO AP,96603,27
1VC,00012,null,AIRCREW TRAINING DETACHMENT IWAKUNI,1ST MAW UNIT 37150,FPO AP,96603,27
1VD,45144,null,AIRCREW TRAINING DETACHMENT NEW RIVER,MCAS NEW RIVER PSC BOX 21020,JACKSONVILLE NC,28545,02
1VE,02002,null,AIRCREW TRAINING DETACHMENT CHERRY POINT,MCAS PSC BOX 8087,CHERRY POINT NC,28533,02
1VF,45184,null,AIRCREW TRAINING DETACHMENT BEAUFORT,MCAS PO BOX 66038,BEAUFORT SC,29904,02
1VG,01079,null,AIRCREW TRAINING DETACHMENT MIRAMAR,MCAS MIRAMAR PO BOX 452050,SAN DIEGO CA,92145,03
1VH,45500,null,AIRCREW TRAINING DET,MCAF BOX 555750,CAMP PENDLETON CA,92055,03
1VJ,45644,null,AIRCREW TRAINING DETACHMENT YUMA,MCAS BOX 99160,YUMA AZ,85369,03
1VM,01053,null,MATSS CHERRY POINT,MCAS PSC BOX 8076,CHERRY POINT NC,28533,02
1W1,06050,MS4212,AERO SPACE CMD AND CONT AGENCY,HURLBURT AFB,HURLBURT FIELD FL,32544,02
1W2,45500,null,MARINE CORPS LIAISON OFFICE-BALBOA,NMC 34800 BOB WILSON DRIVE,SAN DIEGO CA,92134,03
1W3,22602,null,WWBN-W DET NAV HOSP TNP CA (PERM),WWP BOX 788250 MGACC,TWENTYNINE PALMS CA,92278,03
1W4,22602,null,WWBN-W DET NAV HOSP GUAM (PERM),US NAVAL HOSPITAL BLDG 1 FARENHOLT AVENUE,AGANA HEIGHTS GU,96910,03
1W5,22602,null,WWBN-W DET CMP LESTER NAV HOSP OKI (PERM),US NAVAL HOSPITAL PSC 482,FPO AP,96362,27
1W6,22603,null,WWBN-W DET KANEOHE BAY HI (PERM),3D MARREGT 3DMARDIV MCBH,KANEOHE BAY HI,96863,03
1W7,22602,null,MARINE CORPS LIAISON OFFICE-TRIPLER,PRMC 1 JARRET WHITE ROAD,HONOLULU HI,96859,03
1W8,22602,null,MARINE CORPS LIAISON OFFICE-CAMPEN,NAVAL HOSPITAL BOX 555191,CAMP PENDLETON CA,92055,03
1W9,45500,null,MARINE CORPS LIAISON OFFICE-PALO ALTO,3801 MIRANDA AVENUE,PALO ALTO CA,94304,03
1WC,22601,null,WWBN-E DET LANDSTUHL REG MED CTR,CMR 402 BOX 1037,APO AE,09180,02
1WD,45020,null,DPAC,PSC BOX 20088,CAMP LEJEUNE NC,28542,02
1WL,45020,null,MARINE CORPS LIAISON OFFICE-BETHESDA,NNMC 8901 WISCONSIN AVENUE,BETHESDA MD,20889,02
1WM,22601,M30063,WWBN-E DET FT BELVOIR HOSP (PERM),9300 DEWITT LOOP,FORT BELVOIR VA,22060,02
1WN,45020,null,MARINE CORPS LIAISON OFFICE-ANDREWS,AAFB 1191 MENCHER DRIVE,ANDREWS AFB MD,20762,02
1WP,45020,null,WOUNDED WARRIOR BATTALION (EAST) PATIENTS,PSC BOX 20085,CAMP LEJEUNE NC,28542,02
1WR,45500,null,WOUNDED WARRIOR BN-WEST (PATIENTS),MCB BOX 555321,CAMP PENDLETON CA,92055,03
1WS,45020,null,PATIENCE ASSISTANCE TEAM BROOK ARMY MEDICAL,3851 ROGER BROOKE DRIVE (BLDG 3600),FORT SAM HOUSTON TX,78234,02
1WT,45020,null,PATIENCE ASSISTANCE TEAM-PORTSMOUTH,NMC 620 JOHN PAUL JONES CIRCLE,PORTSMOUTH VA,23708,02
1WU,45020,null,MARINE CORPS LIAISON OFFICE-MINNEAPOLIS,VA MED CTR ONE VETERANS DRIVE,MINNEAPOLIS MN,55417,02
1WV,45020,null,MARINE CORPS LIAISON OFFICE-TAMPA,JA HALEY VET HOSP 13000 BRUCE B DOWNS BLVD,TAMPA FL,33612,02
1WW,54802,null,WOUNDED WARRIOR REGIMENT (WWR),1998 HILL AVE,QUANTICO VA,22134,09
1WX,22601,M30063,WWBN-E (PERM),PSC BOX 20085,CAMP LEJEUNE NC,28542,02
1WY,45500,null,WOUNDED WARRIOR BN-WEST (PERM PERS),MCB BOX 555321,CAMP PENDLETON CA,92055,03
1WZ,45020,null,MARINE CORPS LIAISON OFFICE (DISC MIDATL),PATT 1201 BROAD ROCK BLVD RM 2C-1A,RICHMOND VA,23249,02
1XA,00883,null,(MACG-38 FWD),UNIT 41124,FPO AP,96427,03
1XC,45614,null,DET C MWCS-38 MACG-38 3D MAW,MCAS MIRAMAR PO BOX 452052,SAN DIEGO CA,92145,03
1XG,01144,M01526,MTACS-38 MACG-38 3D MAW,MCAS MIRAMAR PO BOX 452052,SAN DIEGO CA,92145,03
1XJ,00373,M05373,MWSS-373 MAG-11 3D MAW,MCAS MIRAMAR PO BOX 452049,SAN DIEGO CA,92145,03
1Y1,45500,null,1ST MLG HQTRS,MCB BOX 555606,CAMP PENDLETON CA,92055,03
1Y2,45500,000000,CBTLOGREGT 17 1ST MLG,BOX 555607,CAMP PENDLETON CA,92055,03
1Y3,28284,M28337,GEN SPT MT CO CBTLOGREGT 1 1ST MLG,MCB BOX 555687,CAMP PENDLETON CA,92055,03
1Y4,28375,M28361,H&S CO CBTLOGBN 1 CBTLOGREGT 1 1ST MLG,MCB BOX 555637,CAMP PENDLETON CA,92055,03
1Y5,28266,null,ENGR SVCS CO CLB 5 CLR 1 1ST MLG,MCB BOX 555637,CAMP PENDLETON CA,92055,03
1Y6,28349,M28349,CBTLOGBN 7 CBTLOGREGT 1 1ST MLG,MCAGCC BOX 788280,TWENTYNINE PALMS CA,92278,03
1Y7,28307,null,GS MAINT CO CLR 15 1ST MLG,FMFPAC BOX 555741,CAMP PENDLETON CA,92055,03
1Y8,28327,M28327,ORD MAINT CO 1ST MAINT BN CBTLOGREGT 15,1ST MLG FMFPAC BOX 555647,CAMP PENDLETON CA,92055,03
1Y9,28288,null,SUP CO CLB 153 CLR 15 1ST MLG,1ST MLG FMFPAC BOX 555627,CAMP PENDLETON CA,92055,03
1YA,28294,M11024,SURG CO C 1ST MED BN CBTLOGREGT 15 1ST MLG,FMFPAC BOX 555567,CAMP PENDLETON CA,92055,03
1YB,45500,000000,BRIDGE CO 7TH ESB 1ST MLG,MCB BOX 555677,CAMP PENDLETON CA,92055,03
1YC,28381,M28381,H&S CO 1ST DENTAL BN 1ST MLG,MCB BOX 555667,CAMP PENDLETON CA,92055,03
209,26784,null,SITE SUPPORT,M79 RM 263,CAMP LEJEUNE NC,28542,09
210,53100,null,MARBKS,46 BENNION RD NAVSTA,ANNAPOLIS MD,21402,09
226,53531,null,MCSF TRAINING COMPANY MCSF REGT,1340 OLYMPIC BLVD,CHESAPEAKE VA,23322,02
233,54900,MS5501,MARINE BARRACKS,MBKS 8TH & I STREETS,WASHINGTON DC,20390,09
234,53590,M53542,FAST CO B MCSF REGT,NAVAL WEAPONS STATION 1808 SHUPPER DR,YORKTOWN VA,23691,02
239,53800,M53520,MCSF BN KINGS BAY GA MCSF REGT,NAVAL SUBMARINE BASE,KINGS BAY GA,31547,02
244,53530,null,RIFLE RANGE DET,1320 PIERSEY STREET,NORFOLK VA,23511,02
245,53530,null,FAST CO A MCSF REGT,1320 PIERSEY STREET,NORFOLK VA,23511,02
268,53027,M53530,MCSF BN NAVAL BASE KITSAP BANGOR,2102 DRUM CT,SILVERDALE WA,98315,03
275,85217,MS3232,MARINE DETACHMENT,1301 NORTH WAREHOUSE ROAD,FORT LEAVENWORTH KS,66027,16
281,54900,MS5507,DRUM-BUGLE CORPS MB WASHDC,MBKS 8TH & I STREETS,WASHINGTON DC,20390,09
282,54900,MS5504,SECURITY CO NAVSUPFACT,MBKS 8TH & I STREETS,WASHINGTON DC,20390,09
283,54900,MS5509,GUARD COMPANY MARINE BARRACKS,MBKS 8TH AND I STREET,WASHINGTON DC,20390,09
2W2,45500,null,WWBN-W DET NAV MED CTR SD CA (PATIENTS),NMC 34800 BOB WILSON DRIVE,SAN DIEGO CA,92134,03
